10;1;1943;
100;114;1053350;
200;823;7964618;
300;2653;26357537;
400;6213;62037808;
500;12046;120498754;
600;20703;207902566;
700;32798;329153595;
800;48911;490076124;
900;69613;696290553;
1000;95355;952783637;
